Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied
ORD00001316,PROD00001316,USER00001316,2023-06-17,2024-02-15,Toys,17.34,3,Wrong item,Returned,243.0,51,Female,City45,Debit Card,Express,1.24
ORD00001320,PROD00001320,USER00001320,2023-05-24,2024-07-16,Books,413.02,1,Defective,Returned,419.0,30,Female,City18,Debit Card,Next-Day,26.61
ORD00001321,PROD00001321,USER00001321,2023-08-29,2023-08-29,Books,428.28,3,Changed mind,Returned,0.0,62,Male,City84,PayPal,Express,1.41
ORD00001325,PROD00001325,USER00001325,2023-07-01,2024-04-25,Clothing,482.67,3,Changed mind,Returned,299.0,69,Female,City44,Debit Card,Standard,36.74
ORD00001330,PROD00001330,USER00001330,2023-01-28,2023-06-17,Toys,144.88,1,Not as described,Returned,140.0,19,Female,City30,PayPal,Standard,29.83
ORD00001331,PROD00001331,USER00001331,2024-01-09,2024-12-25,Electronics,6.29,2,Not as described,Returned,351.0,24,Male,City67,Credit Card,Express,42.91
ORD00001333,PROD00001333,USER00001333,2023-12-30,2024-12-23,Home,423.3,3,Changed mind,Returned,359.0,67,Male,City52,Gift Card,Express,38.11
ORD00001335,PROD00001335,USER00001335,2023-07-12,2024-09-14,Books,63.69,5,Wrong item,Returned,430.0,33,Female,City47,Credit Card,Express,21.45
ORD00001337,PROD00001337,USER00001337,2023-06-19,2024-02-13,Books,484.0,2,Not as described,Returned,239.0,29,Male,City61,PayPal,Next-Day,22.12
ORD00001343,PROD00001343,USER00001343,2023-07-29,2023-10-19,Toys,420.2,1,Defective,Returned,82.0,41,Male,City71,Debit Card,Next-Day,49.1
ORD00001345,PROD00001345,USER00001345,2023-09-22,2024-03-28,Home,438.38,1,Changed mind,Returned,188.0,37,Male,City60,Gift Card,Next-Day,21.76
ORD00001347,PROD00001347,USER00001347,2023-09-17,2023-12-22,Clothing,402.57,1,Defective,Returned,96.0,43,Male,City53,Debit Card,Standard,48.53
ORD00001348,PROD00001348,USER00001348,2023-03-13,2024-11-17,Home,409.96,3,Not as described,Returned,615.0,65,Male,City29,Credit Card,Next-Day,8.89
ORD00001352,PROD00001352,USER00001352,2023-05-12,2024-06-27,Toys,140.34,1,Changed mind,Returned,412.0,43,Female,City30,PayPal,Next-Day,26.31
ORD00001357,PROD00001357,USER00001357,2023-03-31,2024-10-16,Toys,339.72,1,Defective,Returned,565.0,43,Male,City19,Credit Card,Express,44.11
ORD00001360,PROD00001360,USER00001360,2023-02-07,2023-04-14,Electronics,363.26,4,Changed mind,Returned,66.0,52,Female,City12,Gift Card,Express,46.42
ORD00001363,PROD00001363,USER00001363,2023-10-04,2024-12-10,Toys,139.53,2,Defective,Returned,433.0,25,Male,City42,PayPal,Standard,41.87
ORD00001366,PROD00001366,USER00001366,2024-06-10,2024-12-09,Clothing,443.31,3,Defective,Returned,182.0,66,Male,City74,Credit Card,Express,23.37
ORD00001368,PROD00001368,USER00001368,2023-01-31,2024-09-28,Books,385.4,5,Wrong item,Returned,606.0,58,Female,City64,Gift Card,Next-Day,20.67
ORD00001369,PROD00001369,USER00001369,2023-09-07,2024-04-18,Home,327.77,1,Not as described,Returned,224.0,23,Male,City9,Gift Card,Express,25.27
ORD00001370,PROD00001370,USER00001370,2024-02-10,2024-04-08,Electronics,416.91,5,Defective,Returned,58.0,67,Male,City52,Credit Card,Standard,0.12
ORD00001376,PROD00001376,USER00001376,2023-09-16,2024-12-24,Home,338.37,1,Wrong item,Returned,465.0,21,Male,City11,Debit Card,Express,35.96
ORD00001377,PROD00001377,USER00001377,2023-08-31,2024-03-04,Books,397.05,4,Changed mind,Returned,186.0,25,Male,City32,Credit Card,Next-Day,41.63
ORD00001381,PROD00001381,USER00001381,2024-06-13,2024-12-30,Toys,458.51,5,Changed mind,Returned,200.0,31,Female,City36,Gift Card,Next-Day,26.2
ORD00001382,PROD00001382,USER00001382,2023-06-09,2024-04-01,Electronics,199.85,4,Defective,Returned,297.0,32,Female,City78,Gift Card,Next-Day,11.12
ORD00001383,PROD00001383,USER00001383,2023-08-10,2024-03-29,Electronics,268.69,5,Wrong item,Returned,232.0,33,Female,City31,Credit Card,Next-Day,9.15
ORD00001385,PROD00001385,USER00001385,2024-05-30,2024-11-26,Home,205.66,3,Changed mind,Returned,180.0,36,Male,City66,PayPal,Standard,39.15
ORD00001386,PROD00001386,USER00001386,2023-12-09,2024-04-18,Books,276.65,4,Wrong item,Returned,131.0,19,Female,City81,Gift Card,Standard,7.8
ORD00001387,PROD00001387,USER00001387,2023-01-24,2023-08-08,Books,439.35,3,Wrong item,Returned,196.0,64,Female,City57,Debit Card,Next-Day,14.43
ORD00001388,PROD00001388,USER00001388,2023-04-15,2024-10-26,Electronics,459.7,2,Wrong item,Returned,560.0,37,Male,City34,Gift Card,Express,25.14
ORD00001389,PROD00001389,USER00001389,2023-04-27,2024-02-29,Books,98.47,5,Wrong item,Returned,308.0,68,Female,City88,Credit Card,Next-Day,0.55
ORD00001402,PROD00001402,USER00001402,2023-11-26,2024-08-05,Home,433.82,3,Defective,Returned,253.0,31,Male,City23,Gift Card,Next-Day,1.85
ORD00001405,PROD00001405,USER00001405,2023-05-16,2023-11-21,Toys,129.08,2,Defective,Returned,189.0,18,Female,City26,Gift Card,Next-Day,32.5
ORD00001408,PROD00001408,USER00001408,2023-08-02,2023-10-19,Books,474.99,3,Changed mind,Returned,78.0,66,Female,City60,Debit Card,Standard,0.33
ORD00001412,PROD00001412,USER00001412,2023-06-20,2023-12-26,Toys,375.48,1,Wrong item,Returned,189.0,63,Male,City37,Debit Card,Express,11.86
ORD00001416,PROD00001416,USER00001416,2023-03-01,2024-08-18,Clothing,340.16,3,Changed mind,Returned,536.0,36,Male,City1,Credit Card,Express,34.94
ORD00001422,PROD00001422,USER00001422,2023-04-16,2024-01-09,Home,192.06,1,Defective,Returned,268.0,51,Male,City62,Credit Card,Express,11.36
ORD00001423,PROD00001423,USER00001423,2024-02-18,2024-12-28,Clothing,92.93,5,Not as described,Returned,314.0,69,Male,City78,Gift Card,Express,7.98
ORD00001431,PROD00001431,USER00001431,2023-03-31,2024-04-27,Clothing,139.65,2,Not as described,Returned,393.0,20,Male,City34,PayPal,Next-Day,42.01
ORD00001432,PROD00001432,USER00001432,2024-12-06,2024-12-22,Toys,259.22,2,Not as described,Returned,16.0,55,Female,City79,Gift Card,Next-Day,48.43
ORD00001435,PROD00001435,USER00001435,2024-03-18,2024-12-13,Home,78.23,5,Not as described,Returned,270.0,35,Female,City88,Debit Card,Express,36.67
ORD00001436,PROD00001436,USER00001436,2023-02-14,2024-03-28,Home,460.98,1,Changed mind,Returned,408.0,48,Female,City78,Debit Card,Next-Day,39.1
ORD00001437,PROD00001437,USER00001437,2023-03-18,2023-07-26,Electronics,294.17,3,Changed mind,Returned,130.0,35,Male,City41,Gift Card,Next-Day,36.87
ORD00001440,PROD00001440,USER00001440,2024-02-29,2024-07-26,Toys,316.76,3,Changed mind,Returned,148.0,63,Male,City68,PayPal,Next-Day,41.31
ORD00001442,PROD00001442,USER00001442,2023-11-27,2024-09-22,Toys,490.27,3,Defective,Returned,300.0,32,Female,City7,Gift Card,Standard,38.89
ORD00001444,PROD00001444,USER00001444,2023-08-20,2023-09-25,Toys,300.55,1,Defective,Returned,36.0,54,Male,City66,PayPal,Standard,14.66
ORD00001454,PROD00001454,USER00001454,2023-09-29,2023-10-17,Clothing,471.26,3,Not as described,Returned,18.0,52,Male,City33,PayPal,Standard,20.11
ORD00001463,PROD00001463,USER00001463,2023-04-26,2024-08-19,Toys,116.28,3,Changed mind,Returned,481.0,51,Male,City1,Credit Card,Standard,11.97
ORD00001471,PROD00001471,USER00001471,2024-07-03,2024-09-23,Home,58.77,2,Changed mind,Returned,82.0,69,Male,City3,Credit Card,Express,6.57
ORD00001473,PROD00001473,USER00001473,2023-11-20,2024-04-06,Books,160.3,4,Not as described,Returned,138.0,62,Female,City15,PayPal,Express,3.16
ORD00001474,PROD00001474,USER00001474,2023-07-19,2023-10-23,Clothing,77.04,5,Defective,Returned,96.0,48,Male,City21,PayPal,Standard,45.53
ORD00001476,PROD00001476,USER00001476,2023-06-12,2024-03-23,Home,255.38,2,Not as described,Returned,285.0,61,Female,City82,Gift Card,Next-Day,46.05
ORD00001479,PROD00001479,USER00001479,2024-04-23,2024-05-16,Books,272.24,5,Defective,Returned,23.0,62,Male,City43,Credit Card,Express,8.95
ORD00001480,PROD00001480,USER00001480,2023-07-12,2024-11-10,Home,18.23,3,Not as described,Returned,487.0,40,Male,City41,Credit Card,Standard,32.1
ORD00001482,PROD00001482,USER00001482,2024-07-30,2024-12-03,Home,458.88,1,Wrong item,Returned,126.0,35,Male,City46,Debit Card,Next-Day,39.0
ORD00001483,PROD00001483,USER00001483,2023-01-14,2024-07-30,Home,40.5,1,Defective,Returned,563.0,67,Female,City70,PayPal,Next-Day,47.0
ORD00001488,PROD00001488,USER00001488,2023-09-11,2024-08-09,Home,256.97,3,Defective,Returned,333.0,19,Female,City29,Gift Card,Express,47.64
ORD00001491,PROD00001491,USER00001491,2023-10-07,2023-11-29,Electronics,170.48,3,Wrong item,Returned,53.0,67,Female,City48,PayPal,Standard,40.25
ORD00001492,PROD00001492,USER00001492,2023-05-15,2024-02-25,Toys,498.15,2,Not as described,Returned,286.0,22,Male,City44,Debit Card,Standard,43.65
ORD00001500,PROD00001500,USER00001500,2024-02-24,2024-08-21,Books,5.6,4,Defective,Returned,179.0,63,Male,City75,Credit Card,Standard,30.21
ORD00001504,PROD00001504,USER00001504,2023-04-22,2024-03-02,Toys,23.68,3,Changed mind,Returned,315.0,66,Male,City9,Gift Card,Standard,23.0
ORD00001505,PROD00001505,USER00001505,2023-02-10,2024-08-09,Electronics,178.24,3,Changed mind,Returned,546.0,56,Female,City88,Debit Card,Express,38.66
ORD00001507,PROD00001507,USER00001507,2023-01-21,2024-08-03,Home,310.89,3,Wrong item,Returned,560.0,33,Male,City17,Credit Card,Standard,26.73
ORD00001513,PROD00001513,USER00001513,2023-10-30,2024-02-02,Toys,393.68,5,Not as described,Returned,95.0,38,Male,City87,PayPal,Next-Day,43.29
ORD00001517,PROD00001517,USER00001517,2023-01-10,2024-01-13,Electronics,146.29,3,Changed mind,Returned,368.0,26,Female,City20,Credit Card,Next-Day,27.68
ORD00001519,PROD00001519,USER00001519,2023-05-06,2024-08-03,Books,331.68,1,Wrong item,Returned,455.0,62,Male,City85,Debit Card,Standard,16.68
ORD00001524,PROD00001524,USER00001524,2024-12-01,2024-12-29,Toys,231.47,2,Not as described,Returned,28.0,48,Female,City6,Credit Card,Next-Day,15.64
ORD00001525,PROD00001525,USER00001525,2024-03-13,2024-12-25,Electronics,305.19,5,Wrong item,Returned,287.0,64,Male,City96,Gift Card,Express,20.94
ORD00001535,PROD00001535,USER00001535,2023-12-13,2024-04-25,Home,47.71,1,Defective,Returned,134.0,49,Male,City63,Gift Card,Express,35.39
ORD00001537,PROD00001537,USER00001537,2023-07-05,2023-10-28,Clothing,260.11,1,Not as described,Returned,115.0,26,Male,City37,PayPal,Next-Day,1.08
ORD00001539,PROD00001539,USER00001539,2024-05-09,2024-08-24,Electronics,447.6,5,Not as described,Returned,107.0,44,Female,City67,Credit Card,Express,9.16
ORD00001542,PROD00001542,USER00001542,2023-08-02,2024-05-03,Home,157.27,2,Not as described,Returned,275.0,43,Female,City11,Credit Card,Next-Day,38.52
ORD00001544,PROD00001544,USER00001544,2023-07-28,2024-06-09,Toys,238.5,5,Changed mind,Returned,317.0,42,Male,City84,Gift Card,Next-Day,45.0
ORD00001545,PROD00001545,USER00001545,2023-09-23,2023-10-07,Home,373.23,2,Defective,Returned,14.0,65,Female,City49,Gift Card,Next-Day,20.2
ORD00001550,PROD00001550,USER00001550,2023-10-22,2024-05-30,Books,286.67,1,Defective,Returned,221.0,24,Female,City38,Credit Card,Standard,10.16
ORD00001552,PROD00001552,USER00001552,2023-11-29,2024-07-30,Electronics,396.48,3,Defective,Returned,244.0,54,Male,City8,Credit Card,Express,31.23
ORD00001557,PROD00001557,USER00001557,2023-07-11,2024-12-01,Electronics,118.35,1,Defective,Returned,509.0,44,Female,City59,Debit Card,Express,38.68
ORD00001558,PROD00001558,USER00001558,2023-03-26,2023-07-31,Home,380.57,5,Wrong item,Returned,127.0,32,Male,City15,Gift Card,Standard,17.74
ORD00001559,PROD00001559,USER00001559,2023-09-26,2024-05-31,Home,399.11,1,Not as described,Returned,248.0,70,Female,City3,Gift Card,Next-Day,16.12
ORD00001562,PROD00001562,USER00001562,2023-08-19,2024-12-31,Home,385.69,3,Wrong item,Returned,500.0,32,Female,City11,Gift Card,Express,42.99
ORD00001568,PROD00001568,USER00001568,2023-09-18,2024-07-13,Electronics,390.08,3,Not as described,Returned,299.0,49,Female,City31,Credit Card,Express,18.15
ORD00001574,PROD00001574,USER00001574,2023-01-13,2023-02-16,Books,338.68,2,Wrong item,Returned,34.0,46,Female,City14,Debit Card,Standard,39.31
ORD00001581,PROD00001581,USER00001581,2023-10-28,2023-12-16,Home,294.86,1,Defective,Returned,49.0,19,Female,City66,Debit Card,Express,33.91
ORD00001583,PROD00001583,USER00001583,2023-04-20,2023-07-10,Home,257.84,4,Defective,Returned,81.0,57,Male,City69,Debit Card,Express,2.99
ORD00001592,PROD00001592,USER00001592,2024-01-30,2024-12-06,Toys,157.56,1,Changed mind,Returned,311.0,35,Female,City37,PayPal,Standard,13.92
ORD00001596,PROD00001596,USER00001596,2023-04-27,2023-06-28,Toys,353.53,1,Not as described,Returned,62.0,32,Female,City77,Gift Card,Standard,28.7
ORD00001608,PROD00001608,USER00001608,2023-06-25,2024-08-09,Electronics,388.98,1,Not as described,Returned,411.0,20,Male,City100,PayPal,Standard,13.98
ORD00001610,PROD00001610,USER00001610,2023-03-31,2023-11-07,Clothing,317.95,1,Not as described,Returned,221.0,62,Female,City48,PayPal,Standard,8.56
ORD00001613,PROD00001613,USER00001613,2023-04-04,2023-05-26,Electronics,49.73,3,Not as described,Returned,52.0,61,Male,City41,Credit Card,Next-Day,21.54
ORD00001616,PROD00001616,USER00001616,2024-01-25,2024-11-08,Electronics,433.41,5,Not as described,Returned,288.0,34,Female,City28,Credit Card,Standard,24.91
ORD00001618,PROD00001618,USER00001618,2024-07-14,2024-12-14,Toys,418.85,3,Wrong item,Returned,153.0,34,Female,City29,Debit Card,Standard,26.3
ORD00001619,PROD00001619,USER00001619,2024-11-19,2024-12-02,Clothing,91.83,2,Not as described,Returned,13.0,70,Male,City83,Credit Card,Express,3.58
ORD00001620,PROD00001620,USER00001620,2023-06-17,2024-05-06,Electronics,431.01,5,Wrong item,Returned,324.0,32,Male,City89,PayPal,Next-Day,43.37
ORD00001628,PROD00001628,USER00001628,2023-10-23,2024-01-08,Clothing,277.87,5,Changed mind,Returned,77.0,33,Male,City92,Gift Card,Standard,25.92
ORD00001631,PROD00001631,USER00001631,2024-06-14,2024-12-08,Books,12.7,4,Wrong item,Returned,177.0,41,Male,City64,PayPal,Standard,48.06
ORD00001636,PROD00001636,USER00001636,2024-02-10,2024-02-28,Electronics,396.34,4,Defective,Returned,18.0,68,Female,City13,PayPal,Express,40.17
ORD00001639,PROD00001639,USER00001639,2023-04-22,2024-01-27,Toys,286.96,4,Not as described,Returned,280.0,66,Female,City67,Debit Card,Next-Day,5.45
ORD00001642,PROD00001642,USER00001642,2023-08-31,2024-12-05,Electronics,119.99,3,Defective,Returned,462.0,60,Male,City66,Debit Card,Express,8.28
ORD00001643,PROD00001643,USER00001643,2024-08-10,2024-10-10,Toys,485.35,5,Wrong item,Returned,61.0,50,Female,City100,PayPal,Express,46.34
ORD00001650,PROD00001650,USER00001650,2023-03-01,2023-12-29,Electronics,215.96,3,Wrong item,Returned,303.0,36,Male,City66,Gift Card,Express,7.71
ORD00001656,PROD00001656,USER00001656,2023-04-23,2024-05-31,Clothing,174.18,4,Defective,Returned,404.0,33,Female,City2,Gift Card,Standard,16.29
ORD00001662,PROD00001662,USER00001662,2023-02-06,2024-05-18,Toys,225.2,1,Changed mind,Returned,467.0,38,Female,City73,PayPal,Standard,41.65
ORD00001669,PROD00001669,USER00001669,2024-12-03,2024-12-27,Electronics,477.05,1,Wrong item,Returned,24.0,66,Male,City50,Credit Card,Standard,34.09
ORD00001672,PROD00001672,USER00001672,2023-06-10,2023-07-02,Books,160.26,3,Changed mind,Returned,22.0,54,Male,City75,PayPal,Express,40.85
ORD00001673,PROD00001673,USER00001673,2023-09-13,2023-11-17,Toys,136.13,4,Defective,Returned,65.0,37,Female,City69,Gift Card,Next-Day,17.38
ORD00001685,PROD00001685,USER00001685,2023-12-14,2024-05-05,Toys,22.17,2,Changed mind,Returned,143.0,69,Female,City91,Credit Card,Standard,49.12
ORD00001688,PROD00001688,USER00001688,2024-01-08,2024-06-30,Home,55.83,5,Changed mind,Returned,174.0,54,Female,City93,PayPal,Next-Day,8.4
ORD00001690,PROD00001690,USER00001690,2023-10-07,2024-12-22,Electronics,382.49,1,Not as described,Returned,442.0,18,Male,City78,Debit Card,Standard,39.65
ORD00001691,PROD00001691,USER00001691,2024-03-01,2024-04-12,Clothing,136.94,3,Changed mind,Returned,42.0,69,Female,City33,Debit Card,Next-Day,36.78
ORD00001693,PROD00001693,USER00001693,2023-02-19,2023-11-28,Books,353.45,4,Wrong item,Returned,282.0,20,Female,City7,Gift Card,Standard,7.88
ORD00001696,PROD00001696,USER00001696,2023-01-13,2023-12-18,Home,32.09,4,Defective,Returned,339.0,39,Male,City74,Debit Card,Express,33.58
ORD00001699,PROD00001699,USER00001699,2024-08-06,2024-12-26,Books,88.02,4,Not as described,Returned,142.0,57,Female,City62,Debit Card,Standard,25.95
ORD00001703,PROD00001703,USER00001703,2024-11-05,2024-11-10,Clothing,434.91,1,Wrong item,Returned,5.0,39,Male,City98,Gift Card,Standard,17.33
ORD00001707,PROD00001707,USER00001707,2023-10-05,2024-08-16,Electronics,40.04,2,Not as described,Returned,316.0,39,Female,City78,Credit Card,Express,47.02
ORD00001712,PROD00001712,USER00001712,2024-05-03,2024-12-01,Electronics,207.34,2,Defective,Returned,212.0,58,Female,City47,Gift Card,Express,38.86
ORD00001715,PROD00001715,USER00001715,2023-12-27,2024-07-22,Books,26.11,1,Defective,Returned,208.0,29,Male,City35,Gift Card,Next-Day,48.97
ORD00001716,PROD00001716,USER00001716,2023-04-24,2023-09-29,Toys,457.61,1,Wrong item,Returned,158.0,29,Male,City51,Credit Card,Standard,47.76
ORD00001719,PROD00001719,USER00001719,2024-02-07,2024-03-13,Books,385.48,4,Wrong item,Returned,35.0,49,Female,City15,Debit Card,Next-Day,22.39
ORD00001720,PROD00001720,USER00001720,2024-03-17,2024-04-22,Books,252.01,1,Defective,Returned,36.0,64,Female,City76,Credit Card,Next-Day,29.81
ORD00001724,PROD00001724,USER00001724,2023-05-29,2023-11-08,Clothing,488.14,1,Changed mind,Returned,163.0,66,Female,City39,Credit Card,Next-Day,28.88
ORD00001725,PROD00001725,USER00001725,2023-01-12,2023-01-22,Home,210.76,1,Not as described,Returned,10.0,48,Male,City38,Debit Card,Next-Day,29.97
ORD00001732,PROD00001732,USER00001732,2023-06-07,2024-07-22,Books,104.18,1,Not as described,Returned,411.0,47,Female,City66,Credit Card,Standard,14.2
ORD00001739,PROD00001739,USER00001739,2024-05-05,2024-10-06,Toys,68.97,2,Wrong item,Returned,154.0,46,Male,City62,PayPal,Standard,27.98
ORD00001741,PROD00001741,USER00001741,2023-07-05,2024-06-15,Clothing,167.55,1,Not as described,Returned,346.0,62,Female,City32,PayPal,Next-Day,26.71
ORD00001744,PROD00001744,USER00001744,2023-08-03,2024-03-15,Books,380.5,2,Wrong item,Returned,225.0,70,Male,City13,Debit Card,Express,44.84
ORD00001745,PROD00001745,USER00001745,2024-05-06,2024-12-15,Electronics,188.4,2,Changed mind,Returned,223.0,60,Female,City64,PayPal,Standard,36.3
ORD00001756,PROD00001756,USER00001756,2024-09-15,2024-11-29,Home,278.48,2,Changed mind,Returned,75.0,28,Male,City53,Credit Card,Next-Day,27.78
ORD00001759,PROD00001759,USER00001759,2024-04-26,2024-05-16,Books,287.52,3,Defective,Returned,20.0,46,Male,City68,PayPal,Express,24.85
ORD00001764,PROD00001764,USER00001764,2023-01-08,2024-07-19,Toys,144.44,2,Changed mind,Returned,558.0,70,Male,City13,Gift Card,Next-Day,33.41
ORD00001766,PROD00001766,USER00001766,2023-11-29,2024-11-17,Toys,289.17,5,Not as described,Returned,354.0,45,Female,City16,Credit Card,Express,12.87
ORD00001767,PROD00001767,USER00001767,2023-07-21,2024-04-25,Electronics,442.06,2,Defective,Returned,279.0,21,Female,City51,Debit Card,Express,4.42
ORD00001775,PROD00001775,USER00001775,2023-03-10,2023-05-13,Clothing,29.45,2,Defective,Returned,64.0,46,Male,City71,PayPal,Next-Day,5.96
ORD00001777,PROD00001777,USER00001777,2023-10-27,2024-06-12,Electronics,245.76,1,Wrong item,Returned,229.0,63,Female,City17,Gift Card,Next-Day,9.81
ORD00001778,PROD00001778,USER00001778,2023-04-17,2023-07-29,Toys,52.45,1,Wrong item,Returned,103.0,37,Male,City100,Credit Card,Standard,10.93
ORD00001783,PROD00001783,USER00001783,2024-07-15,2024-11-09,Electronics,237.61,5,Not as described,Returned,117.0,32,Female,City88,Debit Card,Standard,6.12
ORD00001786,PROD00001786,USER00001786,2024-09-16,2024-12-13,Electronics,49.7,2,Defective,Returned,88.0,18,Female,City94,Gift Card,Express,31.26
ORD00001792,PROD00001792,USER00001792,2023-01-13,2024-07-15,Toys,353.81,4,Defective,Returned,549.0,55,Female,City31,Debit Card,Next-Day,2.84
ORD00001797,PROD00001797,USER00001797,2023-09-17,2024-03-02,Books,219.66,3,Defective,Returned,167.0,46,Female,City93,Gift Card,Next-Day,25.77
ORD00001798,PROD00001798,USER00001798,2023-10-15,2024-09-29,Home,247.57,2,Changed mind,Returned,350.0,38,Female,City93,Credit Card,Express,39.13
ORD00001799,PROD00001799,USER00001799,2024-05-03,2024-08-04,Clothing,262.35,4,Changed mind,Returned,93.0,65,Female,City78,Gift Card,Express,46.65
ORD00001802,PROD00001802,USER00001802,2023-09-28,2024-05-10,Clothing,16.98,2,Not as described,Returned,225.0,48,Female,City49,Credit Card,Next-Day,42.56
ORD00001804,PROD00001804,USER00001804,2023-02-01,2024-11-10,Toys,318.09,5,Defective,Returned,648.0,68,Female,City30,Gift Card,Next-Day,35.87
ORD00001813,PROD00001813,USER00001813,2023-03-08,2024-07-01,Electronics,117.92,2,Wrong item,Returned,481.0,56,Female,City83,Debit Card,Next-Day,16.48
ORD00001814,PROD00001814,USER00001814,2023-02-14,2024-09-10,Home,191.62,3,Not as described,Returned,574.0,50,Female,City94,Credit Card,Next-Day,20.41
ORD00001822,PROD00001822,USER00001822,2023-05-19,2023-08-07,Home,328.86,4,Wrong item,Returned,80.0,57,Female,City16,Gift Card,Standard,22.83
ORD00001823,PROD00001823,USER00001823,2023-09-26,2024-12-30,Books,98.3,1,Wrong item,Returned,461.0,61,Female,City17,Credit Card,Next-Day,38.96
ORD00001827,PROD00001827,USER00001827,2023-07-03,2024-08-10,Clothing,437.88,2,Not as described,Returned,404.0,27,Female,City12,Gift Card,Next-Day,36.86
ORD00001831,PROD00001831,USER00001831,2024-02-02,2024-02-25,Home,168.91,2,Not as described,Returned,23.0,57,Male,City9,Gift Card,Standard,42.55
ORD00001837,PROD00001837,USER00001837,2023-09-23,2024-09-12,Home,239.29,4,Wrong item,Returned,355.0,35,Male,City87,PayPal,Express,25.74
ORD00001838,PROD00001838,USER00001838,2023-06-19,2024-04-16,Electronics,185.82,5,Not as described,Returned,302.0,53,Female,City38,Gift Card,Express,24.92
ORD00001840,PROD00001840,USER00001840,2023-08-17,2024-04-06,Toys,229.3,5,Wrong item,Returned,233.0,36,Male,City28,Gift Card,Standard,33.04
ORD00001844,PROD00001844,USER00001844,2023-04-01,2023-10-02,Home,443.01,2,Changed mind,Returned,184.0,64,Male,City98,Gift Card,Next-Day,47.16
ORD00001849,PROD00001849,USER00001849,2023-06-11,2024-06-26,Electronics,402.03,4,Wrong item,Returned,381.0,41,Female,City3,PayPal,Express,3.5
ORD00001854,PROD00001854,USER00001854,2023-05-29,2023-06-19,Toys,158.57,2,Changed mind,Returned,21.0,42,Female,City84,Gift Card,Express,40.83
ORD00001864,PROD00001864,USER00001864,2024-08-10,2024-11-01,Books,332.06,2,Changed mind,Returned,83.0,47,Male,City82,Debit Card,Next-Day,43.93
ORD00001868,PROD00001868,USER00001868,2023-03-30,2023-06-21,Home,34.6,4,Wrong item,Returned,83.0,58,Female,City28,PayPal,Next-Day,19.68
ORD00001869,PROD00001869,USER00001869,2023-06-29,2024-04-25,Electronics,246.12,4,Defective,Returned,301.0,52,Male,City33,Credit Card,Next-Day,14.1
ORD00001874,PROD00001874,USER00001874,2023-07-07,2024-02-25,Clothing,406.07,5,Wrong item,Returned,233.0,23,Male,City44,Credit Card,Next-Day,31.11
ORD00001877,PROD00001877,USER00001877,2023-05-08,2023-11-20,Home,143.03,1,Not as described,Returned,196.0,24,Male,City78,Credit Card,Standard,12.09
ORD00001883,PROD00001883,USER00001883,2023-12-15,2024-05-22,Books,445.23,3,Not as described,Returned,159.0,36,Male,City14,Debit Card,Express,13.43
ORD00001884,PROD00001884,USER00001884,2023-04-24,2023-09-30,Home,365.01,2,Defective,Returned,159.0,66,Male,City65,Credit Card,Next-Day,23.02
ORD00001888,PROD00001888,USER00001888,2023-10-06,2024-11-03,Toys,246.46,2,Wrong item,Returned,394.0,41,Female,City80,Debit Card,Standard,45.18
ORD00001904,PROD00001904,USER00001904,2024-02-29,2024-06-06,Clothing,330.35,1,Not as described,Returned,98.0,67,Male,City10,Gift Card,Standard,18.32
ORD00001913,PROD00001913,USER00001913,2024-03-04,2024-09-11,Home,145.56,4,Defective,Returned,191.0,18,Male,City10,Debit Card,Next-Day,27.63
ORD00001919,PROD00001919,USER00001919,2023-05-20,2023-07-02,Electronics,77.17,2,Wrong item,Returned,43.0,44,Male,City58,PayPal,Express,42.14
ORD00001921,PROD00001921,USER00001921,2023-05-31,2023-07-29,Clothing,430.94,3,Changed mind,Returned,59.0,46,Male,City35,Credit Card,Standard,33.38
ORD00001928,PROD00001928,USER00001928,2023-07-16,2023-08-29,Clothing,166.01,1,Wrong item,Returned,44.0,25,Female,City66,Debit Card,Standard,48.87
ORD00001929,PROD00001929,USER00001929,2023-12-12,2024-09-26,Toys,50.79,5,Not as described,Returned,289.0,55,Female,City84,Credit Card,Standard,4.45
ORD00001933,PROD00001933,USER00001933,2023-07-24,2024-11-06,Toys,369.19,3,Defective,Returned,471.0,56,Male,City42,Credit Card,Next-Day,49.5
ORD00001934,PROD00001934,USER00001934,2023-06-25,2024-09-03,Electronics,261.04,4,Defective,Returned,436.0,41,Female,City2,Debit Card,Standard,11.48
ORD00001935,PROD00001935,USER00001935,2023-04-14,2024-03-13,Home,316.67,4,Not as described,Returned,334.0,47,Male,City73,Gift Card,Express,7.73
ORD00001938,PROD00001938,USER00001938,2024-03-30,2024-12-03,Home,80.79,5,Not as described,Returned,248.0,52,Female,City40,Debit Card,Next-Day,28.85
ORD00001940,PROD00001940,USER00001940,2023-03-29,2024-11-10,Books,393.45,5,Defective,Returned,592.0,39,Male,City93,Debit Card,Next-Day,39.46
ORD00001941,PROD00001941,USER00001941,2024-09-27,2024-10-10,Home,287.51,1,Changed mind,Returned,13.0,43,Male,City80,Credit Card,Next-Day,49.43
